Training_Id,File
43084,src/plugins/qbsprojectmanager/qbsproject.h
78328,tests/auto/widgets/dialogs/qcolordialog/tst_qcolordialog.cpp
61834,src/plugins/platforms/cocoa/qcocoaaccessibilityelement.mm
55435,src/lib/language/forward_decls.h
80792,examples/spectrum/app/progressbar.h
53953,src/multimedia/qmediacontrol_p.h
80792,config.tests/alsa/alsatest.cpp
80792,examples/spectrum/app/frequencyspectrum.h
108491,src/qson/qsonversion_p.h
79114,tests/auto/testlib/selftests/expected_failcleanup.txt
88274,tests/auto/qlistwidget/tst_qlistwidget.cpp
43778,src/styles/images/720x1280/default/00_toolbar_button_ef_press.9.sci
43778,src/styles/images/source/720x1280-normalizedNames/default/00_toolbar_button.9.png
39505,src/uml/qumlactivityedge.cpp
55435,src/lib/language/languageobject.cpp
53953,src/imports/audioengine/qsoundsource_p.h
19001,src/render/frontend/qmaterial_p.h
43778,src/styles/images/source/720x1280-normalizedNames/00_groupedlist_bottom_bg_press.9.png
57002,src/uml/qcomment.cpp
57002,src/uml/qcontrolflow.h
57002,src/uml/qopaqueaction.h
96784,examples/opengl/textures/main.cpp
109292,tests/auto/gui/painting/qcolor/qcolor.pro
43778,src/styles/images/source/720x1280-normalizedNames/white/00_overscrolling_top.9.png
43778,src/styles/images/720x1280/00_groupedlist_bottom_bg_press.9.sci
8289,doc/src/projects/creator-projects-creating.qdoc
80792,tests/auto/unit/qmultimedia_common/mockvideosurface.h
31382,src/enginio_plugin/enginio_plugin.pro
43778,src/styles/images/source/720x1280-normalizedNames/00_category_panel_bg_ef.9.sci
103861,doc/src/qtcreator.qdoc
76962,mkspecs/unsupported/linux-host-g++/qmake.conf
55435,tests/auto/blackbox/testdata/qrc/bla.cpp
43778,src/styles/images/720x1280/white/00_badge_bg_ef.9.png
76600,qmake/project.cpp
80916,tests/auto/qtquick2/qquicktextinput/data/validators.qml
17992,src/qml/jsruntime/qv4context.cpp
43778,src/styles/images/source/720x1280-normalizedNames/00_toolbar_button_press.9.png
57002,src/mof/qliteralreal.h
43778,src/styles/images/source/720x1280-normalizedNames/default/00_picker_button_press_ef.9.sci
70461,src/multimedia/playback/qmediaplayer.cpp
87248,tests/auto/qbluetoothdeviceinfo/tst_qbluetoothdeviceinfo.cpp
43778,src/styles/images/720x1280/white/00_button_01_ef_dim.png
43778,src/styles/images/source/720x1280-normalizedNames/black/00_popup_bg.9.png
35525,src/plugins/git/stashdialog.cpp
109292,tests/auto/gui/painting/qpainter/drawPixmap_rop_bitmap/res/res_AndNotROP.xbm
80792,src/plugins/directshow/camera/dsvideowidgetcontrol.cpp
85346,src/libs/utils/qtcolorbutton.cpp
55435,tests/auto/blackbox/testdata/trackAddFile/after/main.cpp
87248,tests/nfcsymbianbackend/qcontenthandler/qcontenthandler.pro
90965,doc/images/qtcreator-symbian-components-example-ui.png
109292,tests/auto/gui/image/qicon/icons/themeparent/32x32/actions/appointment-new.png
109292,tests/auto/gui/image/qicoimageformat/icons/valid/WORLDH.ico
109292,tests/auto/gui/image/qimagereader/images/colorful.bmp
57002,src/uml/qexpansionnode.h
109292,tests/auto/gui/kernel/qclipboard/qclipboard.pro
72126,doc/images/qtcreator-help-filter-attributes.png
104763,mkspecs/win32-msvc2010/qmake.conf
57002,src/mof/qprimitivetype.h
43778,src/styles/images/source/720x1280-normalizedNames/black/00_progress_ef_bg.9.png
80792,src/imports/multimedia/Video.qml
43778,src/styles/images/source/720x1280-normalizedNames/00_scroll_bar_h_ef.9.sci
80792,src/multimedia/controls/qcameracontrol.h
103861,src/plugins/macros/macroevent.cpp
41418,projects/QtXmlPatterns_release_Integration/stages/wince70embedded-armv4i-msvc2008_Windows_7/forcesuccess
71550,examples/terminal/mainwindow.cpp
57002,src/uml/qliteralnull.h
96784,examples/opengl/legacy/pbuffers2/glwidget.h
43778,src/styles/images/source/720x1280-normalizedNames/default/00_button_01_ef_press.9.png
43778,src/styles/images/720x1280/black/00_toolbar_button_ef.9.png
8289,doc/src/android/deploying-android.qdoc
79821,src/quick/items/qquickflickable_p_p.h
106678,src/systeminfo/systeminfo.pro
56198,src/plugins/platforms/ios/qiosglobal.h
63020,examples/widgets/graphicsview/boxes/roundedbox.h
80792,src/multimedia/gsttools_headers/qgstxvimagebuffer_p.h
43778,src/styles/images/source/720x1280-normalizedNames/00_edit_field_no_line_square_bg.9.png
108491,src/daemon/qsonobjecttypes_impl_p.h
72770,src/client/qjsondbrequest_p.h
93338,examples/location/mapviewer/MainMenu.qml
96784,examples/opengl/hellogl2/mainwindow.cpp
17208,src/plugins/debugger/debuggeritem.cpp
55435,src/lib/buildgraph/command.cpp
80792,src/multimedia/qmediacontrol.cpp
65378,src/quick/items/qquickmousearea.cpp
73387,demos/quick3d/flickr3d/mt.qml
44319,src/plugins/welcome/welcomeplugin.cpp
39505,src/uml/qumlreadisclassifiedobjectaction.cpp
102371,src/serialport/qserialportinfo_win.cpp
99539,src/qml/jsruntime/qv4arraydata.cpp
109292,tests/auto/qgl/qgl.qrc
39918,projects/Qt_Continuous_Integration/stages/win32-msvc2008_Windows_XP/properties/qt.configure.args
80792,src/multimedia/controls/qcameralockscontrol.h
80792,src/multimedia/radio/qradiotuner.h
109292,tests/auto/gui/image/qimagereader/images/corrupt.gif
43778,src/styles/images/source/720x1280-normalizedNames/black/00_panel_list_bg_ef_press.9.sci
17992,src/qml/jsruntime/qv4arrayobject.cpp
64535,src/widgets/doc/snippets/common-table-model/model.cpp
57002,src/uml/qcontrolnode.h
109292,tests/auto/gui/kernel/qclipboard/copier/main.cpp
80792,examples/audioinput/audioinput.h
74800,doc/src/qtgraphicaleffects-zoomblur.qdoc
109292,tests/auto/gui/painting/qpainter/drawPixmap_rop/res/res_NotROP4.png
80792,src/plugins/v4l/radio/v4lradiocontrol.cpp
80792,tests/auto/unit/qmediabindableinterface/tst_qmediabindableinterface.cpp
43778,src/styles/images/720x1280/black/00_list_group_bg_bottom_ef.9.png
88274,tests/auto/qstylesheetstyle/tst_qstylesheetstyle.cpp
109292,tests/auto/gui/image/qimagereader/images/tst7.png
43778,src/styles/images/source/720x1280-normalizedNames/black/00_focus.9.png
54136,src/3rdparty/javascriptcore/JavaScriptCore/jit/JITStubs.cpp
80792,src/plugins/audiocapture/audiocapturesession.cpp
5963,src/contacts/qcontactcollectionchangeset_p.h
55435,tests/manual/application/main.cpp
91998,src/plugins/qmlprofiler/qmlprofilertool.h
77177,src/dbus/qdbusabstractadaptor.cpp
107330,src/plugins/gstreamer/mediacapture/qgstreamercapturesession.cpp
43185,src/plugins/git/branchmodel.h
87248,tests/auto/qbluetoothlocaldevice/tst_qbluetoothlocaldevice.cpp
43778,src/styles/images/source/720x1280-normalizedNames/00_button_02_ef_press.9.sci
41418,projects/QtQuickControls_release_Integration/stages/macx-clang_developer-build_OSX_10.8/properties/qt.tests.insignificant
14362,demos/qtdemo/letteritem.cpp
80792,src/plugins/qt7/qt7movieviewoutput.h
80792,src/plugins/gstreamer/qgstreamervideorenderer.h
57002,src/uml/qclassifiertemplateparameter.cpp
57002,src/uml/qnamedelement.h
85346,src/plugins/designer/formwindoweditor.cpp
43778,src/styles/images/720x1280/white/00_slider_bg.9.png
109292,tests/auto/gui/text/qtextpiecetable/tst_qtextpiecetable.cpp
70552,src/gui/kernel/qplatformnativeinterface.h
45227,src/plugins/cpptools/cppcompletion_test.cpp
81889,examples/qt3d/solarsystem/solarsystem.h
80792,src/multimedia/controls/qcameraimageprocessingcontrol.cpp
42519,tests/cppmodelmanager/testdata_project1/main.cpp
41418,projects/QtGraphicalEffects_release_Integration/stages/macx-clang_developer-build_OSX_10.8/properties/qt.tests.insignificant
75099,examples/declarative/places/content/places/CategoryDelegate.qml
43778,src/styles/images/720x1280/default/00_overscrolling_bottom.9.png
42519,tests/cppmodelmanager/testdata_project2/bar.cpp
80792,examples/declarative-radio/main.cpp
108491,src/qson/qson.cpp
57002,src/uml/qsequencenode.h
80792,src/multimedia/video/qvideoframe.h
43778,src/styles/images/source/720x1280-normalizedNames/black/00_title_bg_ef.9.png
86806,src/declarative/util/qdeclarativestate_p_p.h
43778,src/styles/images/source/720x1280-normalizedNames/00_thumbs_line_bg.9.sci
10644,examples/deferred-renderer-qml/main.cpp
55435,src/lib/parser/qmljs.g
41377,src/plugins/qmldesigner/designercore/model/qmlchangeset.cpp
39505,src/uml/qumlstereotype.h
91119,tests/auto/qmltest/selftests/tst_selftests.qml
12800,src/plugins/qmlprofiler/timelinerenderer.h
55435,tests/manual/link_staticlib/main.cpp
71550,examples/terminal/main.cpp
43778,src/styles/images/source/720x1280-normalizedNames/default/00_focus.9.sci
43871,projects/QtSystems_dev_Integration/stages/win32-msvc2010_Windows_7/properties/qt.tests.insignificant
38534,src/plugins/debugger/debuggersourcepathmappingwidget.cpp
21905,chromium/content/browser/gpu/gpu_process_host.cc
62657,src/tools/qdoc/config.cpp
24640,examples/widgets/gestures/imagegestures/main.cpp
42681,projects/QtDeclarative_wip_v4_Integration/stages/linux-g++-32_developer-build_Ubuntu_10.04_x86/forcesuccess
64535,src/widgets/doc/snippets/updating-selections/model.h
64143,src/qml/doc/src/syntax/basics.qdoc
43778,src/styles/images/720x1280/00_list_group_press_bg_bottom.9.png
55074,src/plugins/qmldesigner/designercore/model/texttomodelmerger.cpp
17992,src/qml/jsruntime/qv4numberobject.cpp
57002,src/uml/qstereotype.cpp
80792,src/multimedia/qtmultimediadefs.h
53953,src/multimedia/audio/qaudiodeviceinfo.h
99383,src/sdk/tabcontroller.cpp
34028,share/qtcreator/debugger/lldbbridge.py
109292,tests/auto/gui/painting/qpainter/drawPixmap_rop/res/res_NotAndROP3.png
98114,src/positioning/doc/src/examples/qtpositioning-examples.qdoc
73387,tests/manual/rotation/mt.qml
57002,src/uml/qclassifier.h
80792,examples/videographicsitem/videoplayer.h
64143,src/quick/doc/src/concepts/visualcanvas/topic.qdoc
55435,src/lib/logging/consolelogger.h
80792,src/multimediawidgets/qgraphicsvideoitem.cpp
59762,src/uml/qinterface.h
104218,src/platformsupport/eglconvenience/qeglplatformcontext.cpp
109292,tests/auto/gui/math3d/qvectornd/tst_qvectornd.cpp
72126,doc/images/remotecompiler-fn-logon.png
14362,demos/demos.pro
14362,demos/qtdemo/Info_mac.plist
43778,src/styles/images/source/720x1280-normalizedNames/black/00_button_01_ef_dim.png
